subject_id,run_number,experiment_start_utc,scenario_position,condition_code,condition_detail,palindrome_half,scenario_filename,instructions_text,cards_correct,cards_incorrect,incorrect_card_ids,difficulty_rating,trial_duration_seconds,trial_completed_utc
1,1,2025-08-18T16:49:33.815648Z,1,EE,Easy_Setting_Easy_Language,forward,scenario_0003_t0_l0.json,Find the card with two green diamonds that is 2 tiles from a short grey house that is 3 tiles from a short red house.,0,0,[],3,29.725297451019287,2025-08-18T16:50:11.149090Z
1,1,2025-08-18T16:49:33.815648Z,2,HE,Hard_Setting_Easy_Language,forward,scenario_0003_t3_l0.json,Find the card with two green diamonds that is 2 tiles from a short grey house that is 3 tiles from a short red house.,0,0,[],4,3.406841993331909,2025-08-18T16:50:22.475755Z
1,1,2025-08-19T21:19:30.465497Z,1,EH,Easy_Setting_Hard_Language,forward,scenario_0002_t0_l1.json,Find the card with two red stars that a short red house that is 2 tiles from a short yellow house is beside.,0,0,[],3,29.769201517105103,2025-08-19T21:20:07.737839Z
1,1,2025-08-19T21:19:30.465497Z,2,HH,Hard_Setting_Hard_Language,forward,scenario_0001_t3_l1.json,Find the card with one blue heart that a rock that is 3 tiles from a tree is 2 tiles from.,0,0,[],3,29.73098349571228,2025-08-19T21:20:45.753660Z
1,1,2025-08-19T21:19:30.465497Z,3,HE,Hard_Setting_Easy_Language,forward,scenario_0002_t3_l0.json,Find the card with two red stars that is beside a short red house that is 2 tiles from a short yellow house.,1,0,[],4,29.916151523590088,2025-08-19T21:21:27.388734Z
1,1,2025-08-25T20:29:23.599297Z,1,HE,Hard_Setting_Easy_Language,forward,scenario_0003_t3_l0.json,Find the card with two green diamonds that is 2 tiles from a short grey house that is 3 tiles from a short red house.,0,0,[],4,29.77226686477661,2025-08-25T20:30:01.258554Z
1,1,2025-08-25T20:55:30.420022Z,1,EH,Easy_Setting_Hard_Language,forward,scenario_0003_t0_l1.json,Find the card with two green diamonds that a short grey house that is 3 tiles from a short red house is 2 tiles from.,1,0,[],3,29.802894830703735,2025-08-25T20:56:18.753573Z
1,1,2025-08-25T20:57:57.877272Z,1,HH,Hard_Setting_Hard_Language,forward,scenario_0002_t3_l1.json,Find the card with two red stars that a short red house that is 2 tiles from a short yellow house is beside.,0,0,[],3,29.77118682861328,2025-08-25T20:58:35.029861Z
1,1,2025-08-25T21:14:21.787645Z,1,EE,Easy_Setting_Easy_Language,forward,scenario_0001_t0_l0.json,Find the card with one blue heart that is 2 tiles from a rock that is 3 tiles from a tree.,0,0,[],7,29.78507137298584,2025-08-25T21:15:01.159470Z
1,1,2025-08-28T01:24:54.418106Z,1,HH,Hard_Setting_Hard_Language,forward,scenario_0002_t3_l1.json,Find the card with two red stars that a short red house that is 2 tiles from a short yellow house is beside.,0,0,[],2,29.646240234375,2025-08-28T01:25:33.009689Z
1,1,2025-08-28T01:36:52.262570Z,1,EH,Easy_Setting_Hard_Language,forward,scenario_0003_t0_l1.json,Find the card with two green diamonds that a short grey house that is 3 tiles from a short red house is 2 tiles from.,0,0,[],3,29.78365182876587,2025-08-28T01:37:31.033302Z
1,1,2025-08-28T01:42:57.021717Z,1,EH,Easy_Setting_Hard_Language,forward,scenario_0003_t0_l1.json,Find the card with two green diamonds that a short grey house that is 3 tiles from a short red house is 2 tiles from.,0,3,"[93, 52, 45]",5,29.796205282211304,2025-08-28T01:43:35.934070Z
1,1,2025-08-28T01:46:18.431082Z,1,EH,Easy_Setting_Hard_Language,forward,scenario_0002_t0_l1.json,Find the card with two red stars that a short red house that is 2 tiles from a short yellow house is beside.,0,1,"[""RED_DIAMOND_2""]",4,29.791537523269653,2025-08-28T01:46:58.138430Z
1,1,2025-08-28T01:46:18.431082Z,2,EE,Easy_Setting_Easy_Language,forward,scenario_0003_t0_l0.json,Find the card with two green diamonds that is 2 tiles from a short grey house that is 3 tiles from a short red house.,1,0,[],4,29.71883249282837,2025-08-28T01:47:36.628022Z
1,1,2025-08-28T01:51:57.808834Z,1,HH,Hard_Setting_Hard_Language,forward,scenario_0001_t3_l1.json,Find the card with one blue heart that a rock that is 3 tiles from a tree is 2 tiles from.,0,2,"[""GREEN_PLUS_2"", ""GREEN_PLUS_2""]",3,29.615997076034546,2025-08-28T01:52:36.307401Z
1,1,2025-08-28T01:53:08.739581Z,1,HE,Hard_Setting_Easy_Language,forward,scenario_0003_t3_l0.json,Find the card with two green diamonds that is 2 tiles from a short grey house that is 3 tiles from a short red house.,0,2,"[""RED_HEART_2"", ""RED_HEART_2""]",4,29.81585454940796,2025-08-28T01:53:48.241563Z
1,1,2025-08-29T23:51:36.822138Z,1,HE,Hard_Setting_Easy_Language,forward,scenario_0001_t3_l0.json,Find the card with one blue heart that is 2 tiles from a rock that is 3 tiles from a tree.,0,1,"[""GREEN_PLUS_2""]",5,29.82101273536682,2025-08-29T23:52:15.745877Z
1,1,2025-08-29T23:53:55.654204Z,1,HE,Hard_Setting_Easy_Language,forward,scenario_0003_t3_l0.json,Find the card with two green diamonds that is 2 tiles from a short grey house that is 3 tiles from a short red house.,0,1,"[""ORANGE_TORUS_1""]",3,29.80591320991516,2025-08-29T23:54:36.465506Z
1,1,2025-08-29T23:56:03.594893Z,1,EE,Easy_Setting_Easy_Language,forward,scenario_0001_t0_l0.json,Find the card with one blue heart that is 2 tiles from a rock that is 3 tiles from a tree.,0,2,"[""RED_TRIANGLE_2"", ""ORANGE_SQUARE_2""]",2,29.798672199249268,2025-08-29T23:56:41.850466Z
1,1,2025-08-29T23:59:56.617771Z,1,EH,Easy_Setting_Hard_Language,forward,scenario_0003_t0_l1.json,Find the card with two green diamonds that a short grey house that is 3 tiles from a short red house is 2 tiles from.,0,2,"[""ORANGE_TORUS_1"", ""RED_HEART_2""]",3,29.79392409324646,2025-08-30T00:00:35.053390Z
1,1,2025-08-30T00:06:33.354633Z,1,EE,Easy_Setting_Easy_Language,forward,scenario_0002_t0_l0.json,Find the card with two red stars that is next to a short red house that is 2 tiles from a short yellow house.,0,2,"[""ORANGE_DIAMOND_1"", ""BLACK_SQUARE_2""]",4,29.787680864334106,2025-08-30T00:07:15.734393Z
1,1,2025-08-30T00:29:03.447698Z,1,HH,Hard_Setting_Hard_Language,forward,scenario_0003_t3_l1.json,Find the card with two green diamonds that a short grey house that is 3 tiles from a short red house is 2 tiles from.,0,0,[],3,29.812838077545166,2025-08-30T00:29:43.107995Z
1,1,2025-08-30T00:35:29.235068Z,1,HH,Hard_Setting_Hard_Language,forward,scenario_0003_t3_l1.json,Find the card with two green diamonds that a short grey house that is 3 tiles from a short red house is 2 tiles from.,0,2,"[""GREEN_STAR_2"", ""ORANGE_TORUS_1""]",3,29.80253791809082,2025-08-30T00:36:07.863837Z
